dataSourceId|identifier|industry|requiredLanguage|datePosted|firstSeen|lastSeen|minValue|maxValue|title|hiringOrganization|jobLocation|description|python|advanced computing|programming|computational systems|coding|cloud computing|databases|data management|data engineering|data mining|data formats|linked data|information extraction|stream processing|enterprise process|business intelligence|data anonymisation|semantics|schema|data licensing|data quality|data governance|data science|big data|open data|machine learning|social network analysis|inference|reasoning|process mining|Linear algebra|Calculus|Mathematics|Statistics|Probability|RStudio|Data analytics|Data analysis|data visualisation|infographics|interaction|data mapping|data stories|data journalism|d3js|tableau
Indeed|http://www.indeed.co.uk/viewjob?jk=0d32d476c65feebb|Unknown|ns|2015-09-30T07:09:28|||1|1|Home Based Data Analyst|Nationwide Placements|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://de.indeed.com/viewjob?jk=3ca3cf82476337ee|Unknown|ns|2015-09-30T06:41:18|||1|1|Data Analyst (m/w)|PAYBACK|München||0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=a097fc16023f84bf|Unknown|ns|2015-09-30T06:34:38|||1|1|Data Analyst – Campaign Reporting – Campaign Analyst|Blue Pelican|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|
Indeed|http://www.indeed.lu/viewjob?jk=5544962229803e5e|Unknown|ns|2015-09-30T06:05:23|||1|2|Senior Operations Scientist & Analytics Engineer (M/F)|Amazon EU SARL|Luxembourg||1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://ru.indeed.com/viewjob?jk=b0c873fb2713446e|Unknown|ns|2015-09-30T05:18:47|||1|2|Senior Data Scientist|RuTarget|Санкт Петербург||2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=ffbff46097baf952|Unknown|ns|2015-09-30T05:06:48|||1|1|Data Analyst (MS Access)|Goodminds|Kraków, małopolskie||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=b78475cd1ec5dc80|Unknown|ns|2015-09-30T04:44:22|||1|2|Data Analyst|Community Health Partnerships|London||0|0|0|0|0|0|2|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=74ebea7b45d55f99|Unknown|ns|2015-09-30T04:07:07|||1|1|Examinations/Data Officer|Abraham Guest Academy|North West||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://tr.indeed.com/viewjob?jk=429b9117b7d6d658|Unknown|ns|2015-09-30T02:36:22|||1|2|Data Analyst||İstanbul avrupa yakası||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|
Indeed|http://ie.indeed.com/viewjob?jk=0759740075383e6b|Unknown|ns|2015-09-30T02:36:10|||1|1|Child Safety Business Analyst|Google|Dublin||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=073bec91362c3d83|Unknown|ns|2015-09-30T01:20|||2|2|Supply Chain Analyst|Flextronics|Tczew, pomorskie||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=3fd5f2240e2ee7c8|Unknown|ns|2015-09-30T01:11:13|||2|2|Campaign Manager Assistant|Teads|Montpellier (34)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=c01c3562bb98ad7b|Unknown|ns|2015-09-30T00:17:52|||1|1|Analyst|AKQA|London||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
Indeed|http://www.indeed.fr/viewjob?jk=d4c016332fd17cf2|Unknown|ns|2015-09-30T00:03:36|||2|2|Social Performance Technical Advisor|Entrepreneurs du Monde|Lyon (69)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=d73fdfbc53cdf903|Unknown|ns|2015-09-29T23:51:36|||1|1|Data and CRM Manager|SENSE|Birmingham||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.es/viewjob?jk=b51c83cc617bba89|Unknown|ns|2015-09-29T23:38:54|||1|2|Campaign Manager|SAS Institute|Barcelona, Barcelona||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=3314b8fae91b5007|Unknown|ns|2015-09-29T23:38:54|||1|2|Database Manager|SAS Institute|Huizen||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=d57b79028411dff4|Unknown|ns|2015-09-29T23:38:54|||1|2|Marketing Operations Manager|SAS Institute|Huizen||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=33522cbea55678a3|Unknown|ns|2015-09-29T22:14:55|||1|1|Peformance / Data Analyst|Certes Computing Ltd|Luton||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=6c83903fd50db7c3|Unknown|ns|2015-09-29T22:11:45|||1|1|Data Analyst - Harrogate - £30k + Company Car|RH Technology|Harrogate||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=1e4ff117b96e34da|Unknown|ns|2015-09-29T22:00:07|||1|1|Senior Analyst – Fraud Analytics|TSB Banking|Edinburgh||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=bd91b641abf6c711|Unknown|ns|2015-09-29T21:56:50|||1|1|Data Analyst - Morley - £30k + Company Car|Robert Half United Kingdom|Leeds||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=8493b5c3b7701c52|Unknown|ns|2015-09-29T21:42|||1|4|Big Data Engineer|Innovative Travel|Amsterdam||2|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=a745b4d113242612|Unknown|ns|2015-09-29T21:42|||1|3|Python Developer|Innovative Travel|Amsterdam||3|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
Indeed|http://de.indeed.com/viewjob?jk=4223e2c085ead954|Unknown|ns|2015-09-29T21:22:54|||1|1|DATA ENTRY OPERATOR 2 Job|CACI International Inc|Spangdahlem||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.lu/viewjob?jk=fd8fd5a33cc39e45|Unknown|ns|2015-09-29T21:22:05|||1|1|Data Engineer|Huxley IT|Luxembourg||1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=d5379fdbc5ea12d9|Unknown|ns|2015-09-29T21:21:50|||1|2|Data Scientist bij YoungCapital in Hoofddorp|StudentenWerk|Amsterdam||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=4105ddb51cce2a06|Unknown|ns|2015-09-29T21:11:30|||1|2|Direct Marketing Specialist|Allianz Worldwide Partners|Paris (75)||0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|2|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=7ddaeccb20c18c43|Unknown|ns|2015-09-29T21:11:30|||1|1|Head of Brand & Content Marketing|Allianz Worldwide Partners|Paris (75)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://ie.indeed.com/viewjob?jk=a8f7812b5073d75b|Unknown|ns|2015-09-29T20:53:35|||1|1|Insight & Strategy Analyst|Harvey Nash|Dublin||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=0079091703a2e2e6|Unknown|ns|2015-09-29T20:40:12|||1|1|Business and Process Analyst|VITROCISET Belgium Sprl|Noordwijk-Binnen||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=7123555ddcaa3921|Unknown|ns|2015-09-29T20:38:37|||1|2|Reporting Data Analyst - Insight - Statistical|First Point|South West London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=e2ba548a5f670e65|Unknown|ns|2015-09-29T20:38:31|||1|2|Reporting Data Analyst - Insight - Statistical|First Point|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=05004317cbd4abb2|Unknown|ns|2015-09-29T20:38:28|||1|1|Data and CRM Manager (Birmingham) - Charity|CHM Recruit|Birmingham||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=625efa58c28bad95|Unknown|ns|2015-09-29T20:38:27|||1|1|Data and CRM Manager (London) - Charity|CHM Recruit|London||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://de.indeed.com/viewjob?jk=859dec854c75cbed|Unknown|ns|2015-09-29T20:38:16|||1|5|Business Intelligence Consultant - Start ASAP - Fluent German|Optimus Search Ltd|München||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|
Indeed|http://www.indeed.co.uk/viewjob?jk=85761a485020ba8f|Unknown|ns|2015-09-29T20:38:15|||2|7|Business Intelligence Developer/ Data Analyst (SQL + MySQL)|First Point|London||0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=4f914654fb299e09|Unknown|ns|2015-09-29T20:38|||1|6|Forensic Data Analytics Associate - Belfast|EY|Belfast||1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|1|1|0|0|6|3|0|0|0|0|0|0|0|0|
Indeed|http://dk.indeed.com/viewjob?jk=ae9aaa5b68847d9a|Unknown|ns|2015-09-29T20:36:07|||1|1|Market Researcher|LEGO|Billund||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://ru.indeed.com/viewjob?jk=f5c1967c78b7d10c|Unknown|ns|2015-09-29T20:33:57|||1|1|C&B Expert|PepsiCo/Вимм-Билль-Данн|Москва||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=bfb188ff2fef9249|Unknown|ns|2015-09-29T20:20:24|||1|18|Global Head of Data Analytics Operations|HSBC|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|18|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=f95245c5844118eb|Unknown|ns|2015-09-29T20:10:08|||1|1|Technical Analyst - Client Onboarding|JPMorgan Chase - Asset Management|Glasgow||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=40278b25b9986cc0|Unknown|ns|2015-09-29T20:06:52|||1|1|Senior Planning and Reporting Analyst|dunnhumby|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=be19796475514e56|Unknown|ns|2015-09-29T20:05:39|||1|1|Senior Engineer-Enterprise Applications|Symphony Teleca|Łódź, łódzkie||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://no.indeed.com/viewjob?jk=568122f9aec9dd42|Unknown|ns|2015-09-29T20:04:29|||1|2|Analyst (dh Norge)|dunnhumby|Oslo||0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://cz.indeed.com/viewjob?jk=4cde7814b2bc514c|Unknown|ns|2015-09-29T19:53:30|||1|1|Logistics Planner with Italian|Grafton Recruitment|Praha||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://cz.indeed.com/viewjob?jk=18abeafde0b71af8|Unknown|ns|2015-09-29T19:53:11|||1|1|Professional Financial Analyst with Swedish|Grafton Recruitment|Praha||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=6e816de3d0d4f8d3|Unknown|ns|2015-09-29T19:10:21|||1|1|4People | Senior product engineer|4People|Nijmegen||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=6169c3700f2c41f2|Unknown|ns|2015-09-29T19:04:35|||1|1|IT Audit Specialist|TNT Express|Noord-Holland||0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|
Indeed|http://it.indeed.com/viewjob?jk=fb97c448c208458d|Unknown|ns|2015-09-29T18:49:20|||1|1|Buyer|Gucci|Firenze, Toscana||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=4ef9e28b5da1b682|Unknown|ns|2015-09-29T18:36:31|||1|1|Senior Market Analyst|Credit Suisse|Wrocław, dolnośląskie||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://ie.indeed.com/viewjob?jk=03566d7d4fba4749|Unknown|ns|2015-09-29T18:29:09|||1|1|Sr Analyst - GCX Integrated Analytics|eBay Marketplaces|Dublin||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=0457efdfaccbff7b|Unknown|ns|2015-09-29T18:23:47|||1|1|CHARGE D'ETUDES MARKETING (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=4b93d7ac0fef3cb3|Unknown|ns|2015-09-29T18:23:29|||1|1|RESPONSABLE MARKETING (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=01af4ac7e4b29abb|Unknown|ns|2015-09-29T18:23:28|||1|1|ASSISTANT MARKETING ASSURANCES (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=25a9eb08a5595540|Unknown|ns|2015-09-29T18:23:28|||1|1|CHARGE DE COMMUNICATION (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=52a35615805e31ae|Unknown|ns|2015-09-29T18:23:28|||1|1|DIRECTEUR MARKETING (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=be4b08c6659a58fc|Unknown|ns|2015-09-29T18:23:27|||1|1|CHARGE DE MARKETING DIRECT (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.fr/viewjob?jk=fc8547dbacb775ae|Unknown|ns|2015-09-29T18:23:04|||1|1|CHEF DE PROJET MARKETING (H/F), VOISINS LE BRETONNEUX|Adecco France|Voisins-le-Bretonneux (78)||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://de.indeed.com/viewjob?jk=be22d48b42f10863|Unknown|ns|2015-09-29T18:22:19|||1|5|Advanced Technology Engineer Geodata and Digital Maps (m/f)|BMW AG Automobil|München||1|0|1|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|5|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://se.indeed.com/viewjob?jk=7aa4da4e3d7b12a6|Unknown|ns|2015-09-29T18:21:53|||1|1|Business Analyst - Network Engineer Tool|First Point Group - London|Stockholm||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=05f42bbb17046b93|Unknown|ns|2015-09-29T18:19:23|||1|2|Reporting Data Analyst - Insight - Statistical|Talent Point|London||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=9366e6caf128d188|Unknown|ns|2015-09-29T18:18:32|||1|1|Senior Product Engineer Enabling Technologies|Ajilon Professionals|Nijmegen||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://ie.indeed.com/viewjob?jk=c3b1aefcad99bb0b|Unknown|ns|2015-09-29T18:16:03|||2|2|Technical Engineer|Morgan McKinley|Carlow||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=4293f7db1c231420|Unknown|ns|2015-09-29T18:15|||1|1|Liquidity Measurement & Reporting Analyst|Credit Suisse|Wrocław, dolnośląskie||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|
Indeed|http://ie.indeed.com/viewjob?jk=365e9ac2309665ea|Unknown|ns|2015-09-29T18:14:33|||1|1|Junior Finance Analyst|Morgan McKinley|Cork||0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.nl/viewjob?jk=6e121ffd7585f797|Unknown|ns|2015-09-29T18:08:31|||1|2|Data Scientist bij YoungCapital in Hoofddorp|YoungCapital|Hoofddorp||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=a57ba1098ee8d3a0|Unknown|ns|2015-09-29T18:06:20|||4|4|Director, Research & Intelligence|BCD Travel Corporate|United Kingdom||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|
Indeed|http://it.indeed.com/viewjob?jk=aaae3ab3579332d3|Unknown|ns|2015-09-29T18:05:14|||1|1|Solution Designer|DHL|Settala, Lombardia||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://www.indeed.co.uk/viewjob?jk=a5c84a803c0a106f|Unknown|ns|2015-09-29T17:57:51|||1|1|Data and CRM Manager - Sense|Sense|United Kingdom||0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://il.indeed.com/viewjob?jk=6ed6d2249f93cdf5|Unknown|ns|2015-09-29T17:51:32|||1|1|Training Support Administration student|Intel|ישראל||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://gr.indeed.com/viewjob?jk=26ff3a2965e3bd17|Unknown|ns|2015-09-29T17:50:38|||1|1|Business Unit Manager (On Line Marketing) / BABYSPACE|CareDirect|Αθήνα||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|
Indeed|http://pl.indeed.com/viewjob?jk=f1471341c836e073|Unknown|ns|2015-09-29T17:36:22|||1|1|Senior Procurement Analyst|Infosys BPO Polska Sp. z o.o.|Łódź, łódzkie||0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
